timestamp,ax,ay,az
2026-01-28 16:40:45,1.384,-0.286,-10.413
2026-01-28 16:40:45,1.375,-0.31,-10.334
2026-01-28 16:40:45,1.274,-0.305,-10.532
2026-01-28 16:40:46,1.335,-0.337,-10.464
2026-01-28 16:40:46,1.392,-0.249,-10.254
2026-01-28 16:40:46,1.357,-0.269,-10.474
2026-01-28 16:40:46,1.313,-0.303,-10.454
2026-01-28 16:40:46,1.333,-0.305,-10.293
2026-01-28 16:40:46,1.343,-0.239,-10.361
2026-01-28 16:40:46,1.35,-0.291,-10.376
2026-01-28 16:40:46,1.292,-0.237,-10.408
2026-01-28 16:40:46,1.333,-0.303,-10.295
2026-01-28 16:40:46,1.34,-0.334,-10.393
2026-01-28 16:40:46,1.377,-0.264,-10.447
2026-01-28 16:40:46,1.301,-0.3,-10.381
2026-01-28 16:40:46,1.326,-0.288,-10.4
2026-01-28 16:40:46,1.353,-0.232,-10.349
2026-01-28 16:40:46,1.238,-0.322,-10.378
2026-01-28 16:40:46,1.392,-0.312,-10.344
2026-01-28 16:40:46,1.296,-0.249,-10.391
2026-01-28 16:40:46,1.433,-0.244,-10.393
2026-01-28 16:40:46,1.191,-0.295,-10.4
2026-01-28 16:40:46,1.348,-0.242,-10.305
2026-01-28 16:40:46,1.418,-0.242,-10.398
2026-01-28 16:40:46,1.501,-0.234,-10.408
2026-01-28 16:40:46,1.382,-0.261,-10.471
2026-01-28 16:40:46,1.23,-0.295,-10.381
2026-01-28 16:40:46,1.24,-0.322,-10.415
2026-01-28 16:40:46,1.267,-0.322,-10.4
2026-01-28 16:40:46,1.414,-0.205,-10.369
2026-01-28 16:40:46,1.323,-0.229,-10.435
2026-01-28 16:40:46,1.475,-0.212,-10.471
2026-01-28 16:40:46,1.321,-0.278,-10.408
2026-01-28 16:40:46,1.267,-0.273,-10.442
2026-01-28 16:40:46,1.323,-0.215,-10.366
2026-01-28 16:40:46,1.428,-0.286,-10.422
2026-01-28 16:40:46,1.348,-0.249,-10.354
2026-01-28 16:40:46,1.414,-0.273,-10.361
2026-01-28 16:40:46,1.355,-0.295,-10.342
2026-01-28 16:40:46,1.267,-0.278,-10.327
2026-01-28 16:40:46,1.306,-0.281,-10.352
2026-01-28 16:40:46,1.27,-0.295,-10.413
2026-01-28 16:40:46,1.282,-0.278,-10.444
2026-01-28 16:40:46,1.27,-0.229,-10.415
2026-01-28 16:40:46,1.301,-0.215,-10.366
2026-01-28 16:40:46,1.216,-0.3,-10.339
2026-01-28 16:40:46,1.328,-0.276,-10.386
2026-01-28 16:40:46,1.396,-0.256,-10.376
2026-01-28 16:40:46,1.365,-0.273,-10.359
2026-01-28 16:40:46,1.257,-0.317,-10.444
2026-01-28 16:40:46,1.504,-0.12,-10.361
2026-01-28 16:40:46,1.277,-0.295,-10.425
2026-01-28 16:40:46,1.323,-0.334,-10.444
2026-01-28 16:40:46,1.255,-0.281,-10.479
2026-01-28 16:40:46,1.233,-0.31,-10.452
2026-01-28 16:40:46,1.221,-0.3,-10.444
2026-01-28 16:40:46,1.426,-0.234,-10.444
2026-01-28 16:40:46,1.379,-0.3,-10.425
2026-01-28 16:40:46,1.235,-0.293,-10.427
2026-01-28 16:40:46,1.421,-0.2,-10.366
2026-01-28 16:40:46,1.428,-0.242,-10.464
2026-01-28 16:40:46,1.235,-0.334,-10.349
2026-01-28 16:40:46,1.35,-0.225,-10.391
2026-01-28 16:40:46,1.284,-0.278,-10.334
2026-01-28 16:40:46,1.318,-0.234,-10.457
2026-01-28 16:40:46,1.333,-0.249,-10.266
2026-01-28 16:40:46,1.25,-0.232,-10.381
2026-01-28 16:40:46,1.37,-0.247,-10.359
2026-01-28 16:40:46,1.321,-0.222,-10.354
2026-01-28 16:40:46,1.44,-0.239,-10.308
2026-01-28 16:40:46,1.414,-0.249,-10.378
2026-01-28 16:40:46,1.365,-0.222,-10.43
2026-01-28 16:40:46,1.328,-0.303,-10.364
2026-01-28 16:40:46,1.372,-0.242,-10.356
2026-01-28 16:40:46,1.399,-0.249,-10.41
2026-01-28 16:40:46,1.423,-0.215,-10.352
2026-01-28 16:40:46,1.392,-0.3,-10.439
2026-01-28 16:40:46,1.328,-0.288,-10.295
2026-01-28 16:40:46,1.392,-0.317,-10.398
2026-01-28 16:40:46,1.365,-0.254,-10.376
2026-01-28 16:40:46,1.26,-0.261,-10.417
2026-01-28 16:40:46,1.367,-0.242,-10.349
2026-01-28 16:40:46,1.262,-0.254,-10.496
2026-01-28 16:40:46,1.233,-0.273,-10.359
2026-01-28 16:40:46,1.333,-0.242,-10.417
2026-01-28 16:40:46,1.248,-0.308,-10.369
2026-01-28 16:40:46,1.506,-0.259,-10.422
2026-01-28 16:40:46,1.287,-0.242,-10.522
2026-01-28 16:40:46,1.235,-0.295,-10.339
2026-01-28 16:40:46,1.333,-0.271,-10.298
2026-01-28 16:40:46,1.272,-0.281,-10.505
2026-01-28 16:40:46,1.418,-0.205,-10.449
2026-01-28 16:40:46,1.382,-0.3,-10.393
2026-01-28 16:40:47,1.501,-0.293,-10.427
2026-01-28 16:40:47,1.26,-0.31,-10.5
2026-01-28 16:40:47,1.411,-0.225,-10.403
2026-01-28 16:40:47,1.282,-0.249,-10.347
2026-01-28 16:40:47,1.235,-0.352,-11.133
2026-01-28 16:40:47,1.387,-0.298,-10.034
2026-01-28 16:40:47,1.379,-0.259,-10.557
2026-01-28 16:40:47,1.196,-0.298,-10.41
2026-01-28 16:40:47,1.306,-0.347,-10.403
2026-01-28 16:40:47,1.27,-0.322,-10.31
2026-01-28 16:40:47,1.277,-0.317,-10.391
2026-01-28 16:40:47,1.27,-0.278,-10.505
2026-01-28 16:40:47,1.274,-0.317,-10.354
2026-01-28 16:40:47,1.401,-0.264,-10.51
2026-01-28 16:40:47,1.409,-0.276,-10.457
2026-01-28 16:40:47,1.27,-0.266,-10.388
2026-01-28 16:40:47,1.345,-0.293,-10.371
2026-01-28 16:40:47,1.316,-0.239,-10.398
2026-01-28 16:40:47,1.235,-0.249,-10.361
2026-01-28 16:40:47,1.294,-0.312,-10.41
2026-01-28 16:40:47,1.404,-0.247,-10.354
2026-01-28 16:40:47,1.335,-0.269,-10.32
2026-01-28 16:40:47,1.309,-0.242,-10.535
2026-01-28 16:40:47,1.487,-0.271,-10.354
2026-01-28 16:40:47,1.421,-0.247,-10.337
2026-01-28 16:40:47,1.35,-0.291,-10.398
2026-01-28 16:40:47,1.223,-0.303,-10.442
2026-01-28 16:40:47,1.267,-0.283,-10.396
2026-01-28 16:40:47,1.348,-0.251,-10.435
2026-01-28 16:40:47,1.311,-0.281,-10.33
2026-01-28 16:40:47,1.401,-0.244,-10.527
2026-01-28 16:40:47,1.423,-0.22,-10.486
2026-01-28 16:40:47,1.26,-0.352,-10.396
2026-01-28 16:40:47,1.411,-0.244,-10.439
2026-01-28 16:40:47,1.367,-0.266,-10.403
2026-01-28 16:40:47,1.306,-0.276,-10.405
2026-01-28 16:40:47,1.199,-0.295,-10.364
2026-01-28 16:40:47,1.348,-0.273,-10.415
2026-01-28 16:40:47,1.382,-0.281,-10.425
2026-01-28 16:40:47,1.328,-0.171,-10.461
2026-01-28 16:40:47,1.445,-0.261,-10.466
2026-01-28 16:40:47,1.382,-0.227,-10.447
2026-01-28 16:40:47,1.389,-0.286,-10.432
2026-01-28 16:40:47,1.423,-0.19,-10.339
2026-01-28 16:40:47,1.426,-0.188,-10.364
2026-01-28 16:40:47,1.445,-0.273,-10.249
2026-01-28 16:40:47,1.365,-0.239,-10.505
2026-01-28 16:40:47,1.274,-0.32,-10.535
2026-01-28 16:40:47,1.199,-0.3,-10.488
2026-01-28 16:40:47,1.431,-0.222,-10.359
2026-01-28 16:40:47,1.335,-0.339,-10.378
2026-01-28 16:40:47,1.404,-0.247,-10.474
2026-01-28 16:40:47,1.223,-0.293,-10.398
2026-01-28 16:40:47,1.323,-0.234,-10.41
2026-01-28 16:40:47,1.428,-0.227,-10.432
2026-01-28 16:40:47,1.382,-0.195,-10.371
2026-01-28 16:40:47,1.228,-0.303,-10.295
2026-01-28 16:40:47,1.218,-0.291,-10.388
2026-01-28 16:40:47,1.15,-0.31,-10.52
2026-01-28 16:40:47,1.272,-0.283,-10.491
2026-01-28 16:40:47,1.272,-0.264,-10.457
2026-01-28 16:40:47,1.36,-0.291,-10.378
2026-01-28 16:40:47,1.377,-0.261,-10.325
2026-01-28 16:40:47,1.218,-0.33,-10.51
2026-01-28 16:40:47,1.448,-0.269,-10.371
2026-01-28 16:40:47,1.355,-0.273,-10.376
2026-01-28 16:40:47,1.414,-0.22,-10.317
2026-01-28 16:40:47,1.399,-0.215,-10.334
2026-01-28 16:40:47,1.453,-0.234,-10.432
2026-01-28 16:40:47,1.309,-0.249,-10.339
2026-01-28 16:40:47,1.411,-0.215,-10.408
2026-01-28 16:40:47,1.238,-0.352,-10.442
2026-01-28 16:40:47,1.34,-0.32,-10.532
2026-01-28 16:40:47,1.267,-0.327,-10.449
2026-01-28 16:40:47,1.313,-0.229,-10.312
